id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
15,3,free,1,1,motor,3,3,1,0.696,1,0
15,3,free,1,2,motor,7,7,1,0.656,1,0
15,3,free,1,3,motor,5,5,1,0.549,1,0
15,3,free,1,4,motor,5,5,1,0.557,1,0
15,3,free,1,5,motor,8,8,1,0.481,1,0
15,3,free,1,6,motor,8,8,1,0.491,1,0
15,3,free,1,7,motor,3,3,1,0.951,1,0
15,3,free,1,8,motor,8,8,1,0.478,1,0
15,3,free,1,9,motor,4,4,1,0.531,1,0
15,3,free,1,10,motor,7,7,1,0.631,1,0
15,3,free,1,11,motor,7,7,1,0.709,1,0
15,3,free,1,12,motor,4,4,1,0.510,1,0
15,3,free,1,13,motor,4,4,1,0.448,1,0
15,3,free,1,14,motor,7,7,1,0.465,1,0
15,3,free,1,15,motor,5,5,1,0.569,1,0
15,3,free,1,16,motor,1,1,1,0.442,1,0
15,3,free,1,17,motor,8,8,1,0.458,1,0
15,3,free,1,18,motor,3,3,1,0.806,1,0
15,3,free,1,19,motor,7,7,1,1.137,1,0
15,3,free,1,20,motor,5,5,1,0.492,1,0
15,3,free,1,21,motor,1,1,1,0.462,1,0
15,3,free,1,22,motor,3,3,1,1.107,1,0
15,3,free,1,23,motor,7,7,1,0.557,1,0
15,3,free,1,24,motor,3,3,1,0.745,1,0
15,3,free,1,25,motor,8,8,1,0.485,1,0
15,3,free,1,26,motor,5,5,1,0.518,1,0
15,3,free,1,27,motor,4,4,1,0.547,1,0
15,3,free,1,28,motor,1,1,1,0.382,1,0
15,3,free,1,29,motor,5,5,1,0.450,1,0
15,3,free,1,30,motor,3,3,1,0.481,1,0
15,3,free,1,31,motor,7,7,1,0.446,1,0
15,3,free,1,32,motor,2,2,1,0.453,1,0
15,3,free,1,33,motor,8,8,1,0.422,1,0
15,3,free,1,34,motor,7,7,1,0.545,1,0
15,3,free,1,35,motor,4,4,1,0.493,1,0
15,3,free,1,36,motor,8,8,1,0.418,1,0
15,3,free,1,37,motor,7,7,1,0.489,1,0
15,3,free,1,38,motor,6,6,1,0.448,1,0
15,3,free,1,39,motor,1,1,1,0.357,1,0
15,3,free,1,40,motor,4,4,1,0.525,1,0
15,3,free,1,41,motor,2,2,1,0.525,1,0
15,3,free,1,42,motor,6,6,1,1.127,1,0
15,3,free,1,43,motor,5,5,1,0.425,1,0
15,3,free,1,44,motor,4,4,1,0.532,1,0
15,3,free,1,45,motor,6,6,1,0.496,1,0
15,3,free,1,46,motor,8,8,1,0.456,1,0
15,3,free,1,47,motor,5,5,1,0.468,1,0
15,3,free,1,48,motor,2,2,1,0.495,1,0
15,3,free,1,49,motor,3,3,1,0.459,1,0
15,3,free,1,50,motor,5,5,1,0.487,1,0
15,3,free,1,51,motor,4,4,1,0.464,1,0
15,3,free,1,52,motor,2,2,1,0.531,1,0
15,3,free,1,53,motor,4,4,1,0.492,1,0
15,3,free,1,54,motor,5,5,1,0.523,1,0
15,3,free,1,55,motor,4,4,1,0.500,1,0
15,3,free,1,56,motor,7,7,1,0.472,1,0
15,3,free,1,57,motor,3,3,1,0.584,1,0
15,3,free,1,58,motor,6,5,0,0.676,1,0
15,3,free,1,58,motor,6,6,1,0.737,2,0
15,3,free,1,59,motor,3,3,1,0.773,1,0
15,3,free,1,60,motor,2,2,1,0.540,1,0
15,3,free,1,61,motor,5,5,1,0.539,1,0
15,3,free,1,62,motor,5,5,1,0.596,1,0
15,3,free,1,63,motor,7,7,1,0.550,1,0
15,3,free,1,64,motor,3,3,1,0.864,1,0
15,3,free,1,65,motor,7,7,1,0.512,1,0
15,3,free,1,66,motor,6,6,1,0.485,1,0
15,3,free,1,67,motor,7,7,1,0.500,1,0
15,3,free,1,68,motor,8,8,1,0.513,1,0
15,3,free,1,69,motor,3,3,1,0.923,1,0
15,3,free,1,70,motor,6,6,1,0.645,1,0
15,3,free,1,71,motor,5,5,1,0.389,1,0
15,3,free,1,72,motor,6,6,1,0.423,1,0
15,3,free,1,73,motor,4,4,1,0.692,1,0
15,3,free,1,74,motor,7,7,1,0.544,1,0
15,3,free,1,75,motor,3,3,1,0.766,1,0
15,3,free,1,76,motor,7,7,1,0.482,1,0
15,3,free,1,77,motor,8,8,1,0.431,1,0
15,3,free,1,78,motor,6,6,1,1.404,1,0
15,3,free,1,79,motor,6,6,1,0.633,1,0
15,3,free,1,80,motor,7,7,1,0.438,1,0
15,3,free,1,81,motor,4,4,1,0.504,1,0
15,3,free,1,82,motor,6,6,1,0.394,1,0
15,3,free,1,83,motor,8,8,1,0.354,1,0
15,3,free,1,84,motor,7,6,0,0.356,1,0
15,3,free,1,84,motor,7,7,1,0.318,2,0
15,3,free,1,85,motor,4,4,1,0.581,1,0
15,3,free,1,86,motor,2,2,1,0.559,1,0
15,3,free,1,87,motor,6,6,1,1.181,1,0
15,3,free,1,88,motor,4,4,1,0.596,1,0
15,3,free,1,89,motor,7,7,1,0.461,1,0
15,3,free,1,90,motor,2,2,1,0.866,1,0
15,3,free,1,91,motor,7,7,1,0.400,1,0
15,3,free,1,92,motor,6,6,1,0.376,1,0
15,3,free,1,93,motor,3,3,1,0.855,1,0
15,3,free,1,94,motor,1,1,1,0.567,1,0
15,3,free,1,95,motor,6,6,1,1.175,1,0
15,3,free,1,96,motor,2,2,1,0.685,1,0
15,3,free,1,97,motor,8,8,1,1.167,1,0
15,3,free,1,98,motor,3,3,1,0.684,1,0
15,3,free,1,99,motor,8,8,1,1.212,1,0
15,3,free,1,100,motor,6,6,1,1.207,1,0
15,3,free,1,101,motor,2,2,1,0.506,1,0
15,3,free,1,102,motor,1,1,1,0.474,1,0
15,3,free,1,103,motor,2,2,1,0.541,1,0
15,3,free,1,104,motor,6,6,1,0.516,1,0
15,3,free,1,105,motor,8,8,1,0.501,1,0
15,3,free,1,106,motor,6,6,1,0.398,1,0
15,3,free,1,107,motor,7,7,1,0.416,1,0
15,3,free,1,108,motor,1,1,1,0.407,1,0
15,3,free,1,109,motor,2,2,1,0.470,1,0
15,3,free,1,110,motor,3,3,1,0.428,1,0
15,3,free,1,111,motor,1,1,1,0.408,1,0
15,3,free,1,112,motor,5,5,1,0.424,1,0
15,3,free,1,113,motor,4,4,1,0.501,1,0
15,3,free,1,114,motor,2,2,1,0.460,1,0
15,3,free,1,115,motor,5,5,1,0.427,1,0
15,3,free,1,116,motor,4,4,1,0.432,1,0
15,3,free,1,117,motor,1,1,1,0.347,1,0
15,3,free,1,118,motor,6,6,1,0.611,1,0
15,3,free,1,119,motor,6,6,1,0.398,1,0
15,3,free,1,120,motor,3,2,0,0.491,1,0
15,3,free,1,120,motor,3,3,1,0.337,2,0
15,3,free,1,121,motor,4,4,1,0.465,1,0
15,3,free,1,122,motor,1,1,1,0.385,1,0
15,3,free,1,123,motor,7,7,1,0.640,1,0
15,3,free,1,124,motor,5,5,1,0.556,1,0
15,3,free,1,125,motor,8,8,1,0.504,1,0
15,3,free,1,126,motor,2,2,1,0.567,1,0
15,3,free,1,127,motor,5,5,1,0.503,1,0
15,3,free,1,128,motor,3,3,1,0.481,1,0
15,3,free,1,129,motor,5,5,1,0.455,1,0
15,3,free,1,130,motor,7,7,1,0.478,1,0
15,3,free,1,131,motor,1,1,1,0.475,1,0
15,3,free,1,132,motor,3,3,1,0.827,1,0
15,3,free,1,133,motor,2,2,1,0.443,1,0
15,3,free,1,134,motor,1,1,1,0.449,1,0
15,3,free,1,135,motor,6,6,1,0.511,1,0
15,3,free,1,136,motor,1,1,1,0.400,1,0
15,3,free,1,137,motor,4,4,1,0.588,1,0
15,3,free,1,138,motor,5,5,1,0.361,1,0
15,3,free,1,139,motor,3,3,1,0.579,1,0
15,3,free,1,140,motor,1,1,1,0.401,1,0
15,3,free,1,141,motor,2,2,1,0.527,1,0
15,3,free,1,142,motor,2,2,1,0.559,1,0
15,3,free,1,143,motor,3,3,1,0.448,1,0
15,3,free,1,144,motor,5,5,1,0.466,1,0
15,3,free,1,145,motor,2,2,1,0.491,1,0
15,3,free,1,146,motor,4,4,1,0.601,1,0
15,3,free,1,147,motor,8,8,1,0.465,1,0
15,3,free,1,148,motor,1,1,1,0.435,1,0
15,3,free,1,149,motor,8,8,1,0.345,1,0
15,3,free,1,150,motor,4,4,1,0.535,1,0
15,3,free,1,151,motor,8,8,1,0.451,1,0
15,3,free,1,152,motor,3,3,1,0.561,1,0
15,3,free,1,153,motor,2,2,1,0.378,1,0
15,3,free,1,154,motor,5,5,1,0.555,1,0
15,3,free,1,155,motor,4,4,1,0.508,1,0
15,3,free,1,156,motor,2,1,0,0.326,1,0
15,3,free,1,156,motor,2,2,1,0.306,2,0
15,3,free,1,157,motor,8,8,1,0.364,1,0
15,3,free,1,158,motor,4,4,1,0.570,1,0
15,3,free,1,159,motor,4,4,1,0.577,1,0
15,3,free,1,160,motor,5,5,1,0.443,1,0
15,3,free,1,161,motor,2,2,1,0.539,1,0
15,3,free,1,162,motor,2,2,1,0.584,1,0
15,3,free,1,163,motor,6,6,1,0.480,1,0
15,3,free,1,164,motor,5,5,1,0.424,1,0
15,3,free,1,165,motor,6,6,1,0.456,1,0
15,3,free,1,166,motor,1,1,1,0.422,1,0
15,3,free,1,167,motor,8,8,1,0.373,1,0
15,3,free,1,168,motor,8,8,1,0.334,1,0
15,3,free,1,169,motor,7,7,1,0.535,1,0
15,3,free,1,170,motor,1,1,1,0.463,1,0
15,3,free,1,171,motor,3,3,1,0.556,1,0
15,3,free,1,172,motor,8,8,1,0.514,1,0
15,3,free,1,173,motor,8,8,1,0.364,1,0
15,3,free,1,174,motor,7,7,1,0.589,1,0
15,3,free,1,175,motor,1,1,1,0.407,1,0
15,3,free,1,176,motor,5,5,1,0.550,1,0
15,3,free,1,177,motor,8,8,1,0.368,1,0
15,3,free,1,178,motor,3,3,1,0.821,1,0
15,3,free,1,179,motor,3,3,1,0.372,1,0
15,3,free,1,180,motor,1,2,0,0.417,1,0
15,3,free,1,180,motor,1,1,1,0.458,2,0
15,3,free,1,181,motor,7,7,1,0.426,1,0
15,3,free,1,182,motor,5,5,1,0.485,1,0
15,3,free,1,183,motor,3,3,1,0.883,1,0
15,3,free,1,184,motor,4,4,1,0.418,1,0
15,3,free,1,185,motor,8,8,1,0.354,1,0
15,3,free,1,186,motor,7,6,0,0.446,1,0
15,3,free,1,186,motor,7,7,1,0.708,2,0
15,3,free,1,187,motor,5,5,1,0.409,1,0
15,3,free,1,188,motor,7,7,1,0.396,1,0
15,3,free,1,189,motor,6,6,1,0.441,1,0
15,3,free,1,190,motor,2,2,1,0.526,1,0
15,3,free,1,191,motor,7,7,1,0.462,1,0
15,3,free,1,192,motor,6,6,1,0.343,1,0
15,3,free,1,193,motor,8,8,1,0.368,1,0
15,3,free,1,194,motor,4,4,1,0.524,1,0
15,3,free,1,195,motor,1,1,1,0.437,1,0
15,3,free,1,196,motor,4,4,1,0.374,1,0
15,3,free,1,197,motor,8,8,1,0.341,1,0
15,3,free,1,198,motor,5,5,1,0.434,1,0
15,3,free,1,199,motor,2,2,1,0.490,1,0
15,3,free,1,200,motor,8,8,1,0.373,1,0
15,3,free,1,201,motor,2,2,1,0.433,1,0
15,3,free,1,202,motor,1,1,1,0.453,1,0
15,3,free,1,203,motor,5,5,1,0.447,1,0
15,3,free,1,204,motor,5,5,1,0.581,1,0
15,3,free,1,205,motor,6,6,1,0.761,1,0
15,3,free,1,206,motor,8,8,1,0.541,1,0
15,3,free,1,207,motor,7,7,1,0.559,1,0
15,3,free,1,208,motor,6,6,1,0.651,1,0
15,3,free,1,209,motor,1,1,1,0.431,1,0
15,3,free,1,210,motor,4,4,1,0.410,1,0
15,3,free,1,211,motor,3,3,1,0.367,1,0
15,3,free,1,212,motor,3,3,1,0.479,1,0
15,3,free,1,213,motor,5,5,1,0.568,1,0
15,3,free,1,214,motor,8,8,1,0.443,1,0
15,3,free,1,215,motor,2,2,1,0.557,1,0
15,3,free,1,216,motor,3,3,1,0.428,1,0
15,3,free,1,217,motor,4,4,1,0.375,1,0
15,3,free,1,218,motor,1,1,1,0.376,1,0
