id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
23,5,free,1,1,motor,7,7,1,0.841,1,0
23,5,free,1,2,motor,4,4,1,0.671,1,0
23,5,free,1,3,motor,8,8,1,0.452,1,0
23,5,free,1,4,motor,4,4,1,0.376,1,0
23,5,free,1,5,motor,8,8,1,0.347,1,0
23,5,free,1,6,motor,5,5,1,0.635,1,0
23,5,free,1,7,motor,2,2,1,0.582,1,0
23,5,free,1,8,motor,3,3,1,0.541,1,0
23,5,free,1,9,motor,8,8,1,0.460,1,0
23,5,free,1,10,motor,6,6,1,0.677,1,0
23,5,free,1,11,motor,7,7,1,0.455,1,0
23,5,free,1,12,motor,8,8,1,0.449,1,0
23,5,free,1,13,motor,1,1,1,0.417,1,0
23,5,free,1,14,motor,4,4,1,0.447,1,0
23,5,free,1,15,motor,3,3,1,0.407,1,0
23,5,free,1,16,motor,1,1,1,0.465,1,0
23,5,free,1,17,motor,7,7,1,0.514,1,0
23,5,free,1,18,motor,4,4,1,0.486,1,0
23,5,free,1,19,motor,7,7,1,0.418,1,0
23,5,free,1,20,motor,6,6,1,0.583,1,0
23,5,free,1,21,motor,3,4,0,0.364,1,0
23,5,free,1,21,motor,3,2,0,0.584,2,0
23,5,free,1,21,motor,3,3,1,0.243,3,0
23,5,free,1,22,motor,5,5,1,0.612,1,0
23,5,free,1,23,motor,6,6,1,0.365,1,0
23,5,free,1,24,motor,1,1,1,0.392,1,0
23,5,free,1,25,motor,6,6,1,0.369,1,0
23,5,free,1,26,motor,1,1,1,0.426,1,0
23,5,free,1,27,motor,1,1,1,0.492,1,0
23,5,free,1,28,motor,8,8,1,0.426,1,0
23,5,free,1,29,motor,6,6,1,0.619,1,0
23,5,free,1,30,motor,5,5,1,0.465,1,0
23,5,free,1,31,motor,2,2,1,0.708,1,0
23,5,free,1,32,motor,8,8,1,0.537,1,0
23,5,free,1,33,motor,6,6,1,0.610,1,0
23,5,free,1,34,motor,5,5,1,0.469,1,0
23,5,free,1,35,motor,4,4,1,0.490,1,0
23,5,free,1,36,motor,4,4,1,0.451,1,0
23,5,free,1,37,motor,3,3,1,0.462,1,0
23,5,free,1,38,motor,8,8,1,0.435,1,0
23,5,free,1,39,motor,3,3,1,0.410,1,0
23,5,free,1,40,motor,4,4,1,0.477,1,0
23,5,free,1,41,motor,6,6,1,0.679,1,0
23,5,free,1,42,motor,5,5,1,0.416,1,0
23,5,free,1,43,motor,6,6,1,0.406,1,0
23,5,free,1,44,motor,2,2,1,0.621,1,0
23,5,free,1,45,motor,5,5,1,0.617,1,0
23,5,free,1,46,motor,6,6,1,0.551,1,0
23,5,free,1,47,motor,2,2,1,0.552,1,0
23,5,free,1,48,motor,8,8,1,0.408,1,0
23,5,free,1,49,motor,8,8,1,0.439,1,0
23,5,free,1,50,motor,2,2,1,0.523,1,0
23,5,free,1,51,motor,3,3,1,0.489,1,0
23,5,free,1,52,motor,8,8,1,0.444,1,0
