id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
14,1,free,1,1,motor,5,5,1,0.733,1,0
14,1,free,1,2,motor,7,7,1,0.724,1,0
14,1,free,1,3,motor,3,3,1,0.631,1,0
14,1,free,1,4,motor,1,1,1,0.536,1,0
14,1,free,1,5,motor,2,2,1,0.736,1,0
14,1,free,1,6,motor,5,5,1,0.516,1,0
14,1,free,1,7,motor,4,4,1,0.543,1,0
14,1,free,1,8,motor,7,7,1,0.649,1,0
14,1,free,1,9,motor,3,3,1,0.557,1,0
14,1,free,1,10,motor,5,5,1,0.430,1,0
14,1,free,1,11,motor,7,7,1,0.461,1,0
14,1,free,1,12,motor,8,8,1,2.745,1,0
14,1,free,1,13,motor,4,4,1,0.909,1,0
14,1,free,1,14,motor,4,4,1,0.548,1,0
14,1,free,1,15,motor,7,7,1,0.532,1,0
14,1,free,1,16,motor,7,7,1,0.562,1,0
14,1,free,1,17,motor,4,4,1,0.461,1,0
14,1,free,1,18,motor,3,3,1,0.482,1,0
14,1,free,1,19,motor,1,1,1,0.436,1,0
14,1,free,1,20,motor,1,1,1,0.546,1,0
14,1,free,1,21,motor,4,4,1,0.467,1,0
14,1,free,1,22,motor,2,2,1,0.552,1,0
14,1,free,1,23,motor,4,4,1,0.427,1,0
14,1,free,1,24,motor,1,1,1,0.422,1,0
14,1,free,1,25,motor,1,1,1,0.620,1,0
14,1,free,1,26,motor,8,8,1,0.379,1,0
14,1,free,1,27,motor,6,6,1,0.610,1,0
14,1,free,1,28,motor,3,3,1,0.604,1,0
14,1,free,1,29,motor,8,8,1,0.448,1,0
14,1,free,1,30,motor,8,8,1,0.560,1,0
14,1,free,1,31,motor,4,4,1,0.445,1,0
14,1,free,1,32,motor,1,1,1,0.407,1,0
14,1,free,1,33,motor,8,8,1,0.364,1,0
14,1,free,1,34,motor,6,6,1,0.492,1,0
14,1,free,1,35,motor,7,7,1,0.472,1,0
14,1,free,1,36,motor,5,5,1,0.352,1,0
14,1,free,1,37,motor,6,6,1,0.405,1,0
14,1,free,1,38,motor,8,8,1,0.419,1,0
14,1,free,1,39,motor,1,1,1,0.413,1,0
14,1,free,1,40,motor,3,3,1,0.473,1,0
14,1,free,1,41,motor,7,7,1,0.585,1,0
14,1,free,1,42,motor,3,3,1,0.567,1,0
14,1,free,1,43,motor,5,5,1,0.619,1,0
14,1,free,1,44,motor,4,4,1,0.430,1,0
14,1,free,1,45,motor,3,4,0,0.662,1,0
14,1,free,1,45,motor,3,3,1,1.320,2,0
14,1,free,1,46,motor,1,1,1,0.445,1,0
14,1,free,1,47,motor,4,4,1,0.520,1,0
14,1,free,1,48,motor,1,1,1,0.468,1,0
14,1,free,1,49,motor,5,5,1,0.423,1,0
14,1,free,1,50,motor,7,7,1,0.504,1,0
14,1,free,1,51,motor,4,4,1,0.472,1,0
14,1,free,1,52,motor,7,7,1,0.588,1,0
14,1,free,1,53,motor,8,8,1,0.534,1,0
14,1,free,1,54,motor,6,6,1,0.598,1,0
14,1,free,1,55,motor,5,5,1,0.497,1,0
14,1,free,1,56,motor,5,5,1,0.557,1,0
14,1,free,1,57,motor,6,6,1,0.425,1,0
14,1,free,1,58,motor,8,8,1,0.429,1,0
14,1,free,1,59,motor,7,7,1,0.561,1,0
14,1,free,1,60,motor,6,6,1,0.430,1,0
14,1,free,1,61,motor,8,8,1,0.434,1,0
14,1,free,1,62,motor,8,8,1,0.514,1,0
14,1,free,1,63,motor,5,5,1,0.365,1,0
14,1,free,1,64,motor,2,2,1,0.573,1,0
14,1,free,1,65,motor,8,8,1,0.458,1,0
14,1,free,1,66,motor,3,3,1,0.716,1,0
14,1,free,1,67,motor,1,1,1,0.439,1,0
14,1,free,1,68,motor,4,4,1,0.562,1,0
14,1,free,1,69,motor,5,5,1,0.382,1,0
14,1,free,1,70,motor,1,1,1,0.417,1,0
14,1,free,1,71,motor,4,4,1,0.376,1,0
14,1,free,1,72,motor,8,8,1,0.413,1,0
14,1,free,1,73,motor,5,5,1,0.414,1,0
14,1,free,1,74,motor,3,4,0,0.672,1,0
14,1,free,1,74,motor,3,3,1,0.745,2,0
14,1,free,1,75,motor,1,1,1,0.454,1,0
14,1,free,1,76,motor,2,2,1,0.532,1,0
14,1,free,1,77,motor,2,2,1,0.592,1,0
14,1,free,1,78,motor,4,4,1,0.497,1,0
14,1,free,1,79,motor,6,6,1,0.518,1,0
14,1,free,1,80,motor,3,3,1,0.489,1,0
14,1,free,1,81,motor,8,8,1,0.472,1,0
14,1,free,1,82,motor,5,5,1,0.394,1,0
14,1,free,1,83,motor,6,6,1,0.619,1,0
14,1,free,1,84,motor,4,4,1,0.590,1,0
14,1,free,1,85,motor,6,6,1,0.560,1,0
14,1,free,1,86,motor,5,5,1,0.428,1,0
14,1,free,1,87,motor,4,4,1,0.494,1,0
14,1,free,1,88,motor,7,7,1,0.538,1,0
14,1,free,1,89,motor,4,4,1,0.409,1,0
14,1,free,1,90,motor,7,7,1,0.441,1,0
14,1,free,1,91,motor,1,1,1,0.437,1,0
14,1,free,1,92,motor,7,7,1,0.566,1,0
14,1,free,1,93,motor,1,1,1,0.362,1,0
14,1,free,1,94,motor,8,8,1,0.408,1,0
14,1,free,1,95,motor,1,1,1,0.348,1,0
14,1,free,1,96,motor,2,2,1,0.590,1,0
14,1,free,1,97,motor,4,4,1,0.504,1,0
14,1,free,1,98,motor,5,5,1,0.512,1,0
14,1,free,1,99,motor,3,3,1,0.580,1,0
14,1,free,1,100,motor,4,4,1,0.451,1,0
14,1,free,1,101,motor,2,2,1,0.544,1,0
14,1,free,1,102,motor,7,7,1,0.580,1,0
14,1,free,1,103,motor,3,3,1,0.595,1,0
14,1,free,1,104,motor,6,6,1,0.595,1,0
14,1,free,1,105,motor,2,3,0,0.370,1,0
14,1,free,1,105,motor,2,2,1,0.442,2,0
14,1,free,1,106,motor,1,1,1,0.436,1,0
14,1,free,1,107,motor,7,7,1,0.646,1,0
