id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
17,5,free,1,1,motor,7,7,1,1.029,1,0
17,5,free,1,2,motor,4,3,0,0.676,1,0
17,5,free,1,2,motor,4,4,1,0.929,2,0
17,5,free,1,3,motor,6,6,1,0.547,1,0
17,5,free,1,4,motor,2,2,1,0.500,1,0
17,5,free,1,5,motor,4,4,1,0.483,1,0
17,5,free,1,6,motor,1,1,1,0.394,1,0
17,5,free,1,7,motor,1,1,1,2.414,1,0
17,5,free,1,8,motor,6,6,1,0.591,1,0
17,5,free,1,9,motor,2,2,1,0.462,1,0
17,5,free,1,10,motor,8,8,1,0.494,1,0
17,5,free,1,11,motor,7,7,1,0.414,1,0
17,5,free,1,12,motor,3,3,1,0.687,1,0
17,5,free,1,13,motor,6,6,1,0.482,1,0
17,5,free,1,14,motor,6,6,1,1.169,1,0
17,5,free,1,15,motor,8,8,1,0.391,1,0
17,5,free,1,16,motor,5,6,0,0.371,1,0
17,5,free,1,16,motor,5,5,1,0.326,2,0
17,5,free,1,17,motor,7,7,1,0.446,1,0
17,5,free,1,18,motor,8,8,1,0.417,1,0
17,5,free,1,19,motor,1,1,1,0.346,1,0
17,5,free,1,20,motor,6,6,1,0.450,1,0
17,5,free,1,21,motor,5,5,1,0.382,1,0
17,5,free,1,22,motor,8,8,1,0.332,1,0
17,5,free,1,23,motor,1,1,1,0.345,1,0
17,5,free,1,24,motor,8,8,1,0.349,1,0
17,5,free,1,25,motor,7,7,1,0.462,1,0
17,5,free,1,26,motor,3,3,1,0.500,1,0
17,5,free,1,27,motor,4,4,1,0.367,1,0
17,5,free,1,28,motor,2,2,1,0.312,1,0
17,5,free,1,29,motor,3,3,1,0.326,1,0
17,5,free,1,30,motor,4,4,1,0.355,1,0
17,5,free,1,31,motor,4,4,1,0.302,1,0
17,5,free,1,32,motor,3,2,0,0.354,1,0
17,5,free,1,32,motor,3,3,1,0.378,2,0
17,5,free,1,33,motor,4,4,1,0.363,1,0
17,5,free,1,34,motor,6,6,1,0.551,1,0
17,5,free,1,35,motor,2,2,1,0.432,1,0
17,5,free,1,36,motor,4,4,1,0.376,1,0
17,5,free,1,37,motor,5,5,1,0.433,1,0
17,5,free,1,38,motor,1,1,1,0.378,1,0
17,5,free,1,39,motor,4,4,1,0.449,1,0
17,5,free,1,40,motor,5,5,1,0.356,1,0
17,5,free,1,41,motor,6,6,1,0.353,1,0
17,5,free,1,42,motor,5,5,1,0.376,1,0
17,5,free,1,43,motor,2,2,1,0.435,1,0
17,5,free,1,44,motor,3,3,1,0.404,1,0
17,5,free,1,45,motor,1,1,1,0.329,1,0
17,5,free,1,46,motor,7,7,1,0.419,1,0
17,5,free,1,47,motor,5,5,1,0.342,1,0
17,5,free,1,48,motor,1,1,1,0.331,1,0
17,5,free,1,49,motor,3,3,1,0.354,1,0
17,5,free,1,50,motor,7,7,1,0.354,1,0
17,5,free,1,51,motor,3,3,1,0.408,1,0
17,5,free,1,52,motor,5,5,1,0.429,1,0
17,5,free,1,53,motor,4,4,1,0.430,1,0
17,5,free,1,54,motor,1,1,1,0.345,1,0
17,5,free,1,55,motor,4,4,1,0.283,1,0
17,5,free,1,56,motor,3,3,1,0.338,1,0
17,5,free,1,57,motor,2,2,1,0.322,1,0
17,5,free,1,58,motor,6,6,1,0.387,1,0
17,5,free,1,59,motor,3,3,1,0.401,1,0
17,5,free,1,60,motor,1,1,1,0.365,1,0
17,5,free,1,61,motor,1,1,1,0.514,1,0
17,5,free,1,62,motor,4,4,1,0.327,1,0
17,5,free,1,63,motor,1,1,1,0.347,1,0
17,5,free,1,64,motor,5,5,1,0.424,1,0
17,5,free,1,65,motor,7,7,1,0.316,1,0
17,5,free,1,66,motor,6,6,1,0.317,1,0
17,5,free,1,67,motor,3,3,1,0.406,1,0
17,5,free,1,68,motor,6,6,1,0.405,1,0
17,5,free,1,69,motor,2,2,1,0.448,1,0
17,5,free,1,70,motor,3,3,1,0.384,1,0
17,5,free,1,71,motor,2,2,1,0.419,1,0
17,5,free,1,72,motor,6,7,0,0.408,1,0
17,5,free,1,72,motor,6,6,1,0.326,2,0
17,5,free,1,73,motor,4,4,1,0.434,1,0
17,5,free,1,74,motor,5,5,1,0.442,1,0
17,5,free,1,75,motor,6,6,1,0.340,1,0
17,5,free,1,76,motor,2,2,1,0.395,1,0
17,5,free,1,77,motor,8,8,1,0.479,1,0
17,5,free,1,78,motor,8,8,1,0.461,1,0
17,5,free,1,79,motor,5,5,1,0.422,1,0
17,5,free,1,80,motor,8,7,0,0.322,1,0
17,5,free,1,80,motor,8,8,1,0.178,2,0
17,5,free,1,81,motor,6,6,1,0.461,1,0
17,5,free,1,82,motor,4,4,1,0.457,1,0
17,5,free,1,83,motor,6,6,1,0.428,1,0
17,5,free,1,84,motor,8,8,1,0.374,1,0
17,5,free,1,85,motor,4,4,1,0.317,1,0
17,5,free,1,86,motor,5,6,0,0.355,1,0
17,5,free,1,86,motor,5,5,1,0.046,2,0
17,5,free,1,87,motor,3,3,1,0.460,1,0
17,5,free,1,88,motor,6,6,1,0.438,1,0
17,5,free,1,89,motor,2,2,1,0.437,1,0
17,5,free,1,90,motor,4,4,1,0.351,1,0
17,5,free,1,91,motor,7,7,1,0.435,1,0
17,5,free,1,92,motor,7,7,1,0.337,1,0
17,5,free,1,93,motor,2,2,1,0.417,1,0
17,5,free,1,94,motor,7,6,0,0.563,1,0
17,5,free,1,94,motor,7,7,1,0.132,2,0
17,5,free,1,95,motor,6,7,0,0.292,1,0
17,5,free,1,95,motor,6,6,1,0.047,2,0
17,5,free,1,96,motor,5,5,1,0.404,1,0
17,5,free,1,97,motor,2,2,1,0.396,1,0
17,5,free,1,98,motor,1,1,1,0.395,1,0
17,5,free,1,99,motor,4,4,1,0.419,1,0
17,5,free,1,100,motor,3,3,1,0.280,1,0
17,5,free,1,101,motor,3,3,1,0.320,1,0
17,5,free,1,102,motor,6,6,1,0.396,1,0
17,5,free,1,103,motor,5,5,1,0.371,1,0
17,5,free,1,104,motor,4,4,1,0.422,1,0
17,5,free,1,105,motor,8,8,1,0.353,1,0
17,5,free,1,106,motor,4,4,1,0.424,1,0
17,5,free,1,107,motor,6,6,1,0.460,1,0
17,5,free,1,108,motor,4,4,1,0.348,1,0
17,5,free,1,109,motor,6,6,1,0.331,1,0
17,5,free,1,110,motor,1,1,1,0.343,1,0
17,5,free,1,111,motor,8,8,1,0.326,1,0
17,5,free,1,112,motor,3,3,1,0.491,1,0
17,5,free,1,113,motor,7,7,1,0.498,1,0
17,5,free,1,114,motor,5,1,0,0.560,1,0
17,5,free,1,114,motor,5,5,1,0.042,2,0
17,5,free,1,115,motor,7,7,1,0.626,1,0
17,5,free,1,116,motor,7,7,1,0.433,1,0
17,5,free,1,117,motor,5,5,1,0.411,1,0
17,5,free,1,118,motor,2,2,1,0.414,1,0
17,5,free,1,119,motor,1,1,1,0.582,1,0
17,5,free,1,120,motor,7,6,0,0.495,1,0
17,5,free,1,120,motor,7,7,1,0.138,2,0
17,5,free,1,121,motor,6,6,1,0.422,1,0
17,5,free,1,122,motor,5,5,1,0.378,1,0
17,5,free,1,123,motor,3,3,1,0.433,1,0
17,5,free,1,124,motor,8,8,1,0.413,1,0
17,5,free,1,125,motor,5,5,1,0.405,1,0
17,5,free,1,126,motor,4,4,1,0.402,1,0
17,5,free,1,127,motor,1,1,1,0.329,1,0
17,5,free,1,128,motor,3,3,1,0.347,1,0
17,5,free,1,129,motor,3,3,1,0.293,1,0
17,5,free,1,130,motor,6,6,1,0.434,1,0
17,5,free,1,131,motor,3,3,1,0.387,1,0
17,5,free,1,132,motor,6,6,1,0.367,1,0
17,5,free,1,133,motor,4,4,1,0.411,1,0
17,5,free,1,134,motor,4,4,1,0.263,1,0
17,5,free,1,135,motor,7,7,1,0.486,1,0
17,5,free,1,136,motor,7,7,1,0.276,1,0
17,5,free,1,137,motor,1,1,1,0.365,1,0
17,5,free,1,138,motor,4,4,1,0.416,1,0
17,5,free,1,139,motor,8,8,1,0.357,1,0
17,5,free,1,140,motor,3,3,1,0.451,1,0
17,5,free,1,141,motor,3,3,1,0.351,1,0
17,5,free,1,142,motor,1,1,1,0.344,1,0
17,5,free,1,143,motor,5,4,0,0.293,1,0
17,5,free,1,143,motor,5,5,1,0.171,2,0
17,5,free,1,144,motor,4,4,1,0.442,1,0
17,5,free,1,145,motor,3,3,1,0.405,1,0
17,5,free,1,146,motor,4,4,1,0.418,1,0
17,5,free,1,147,motor,7,7,1,0.501,1,0
17,5,free,1,148,motor,6,6,1,0.382,1,0
17,5,free,1,149,motor,7,7,1,0.397,1,0
17,5,free,1,150,motor,3,3,1,0.441,1,0
17,5,free,1,151,motor,7,8,0,0.464,1,0
17,5,free,1,151,motor,7,7,1,0.297,2,0
17,5,free,1,152,motor,1,1,1,0.397,1,0
17,5,free,1,153,motor,5,5,1,0.509,1,0
17,5,free,1,154,motor,4,4,1,0.402,1,0
17,5,free,1,155,motor,2,2,1,0.404,1,0
17,5,free,1,156,motor,4,4,1,0.407,1,0
17,5,free,1,157,motor,5,5,1,0.429,1,0
17,5,free,1,158,motor,6,6,1,0.321,1,0
17,5,free,1,159,motor,1,1,1,0.441,1,0
17,5,free,1,160,motor,6,6,1,0.319,1,0
17,5,free,1,161,motor,5,5,1,0.341,1,0
17,5,free,1,162,motor,7,7,1,0.265,1,0
17,5,free,1,163,motor,8,8,1,0.349,1,0
17,5,free,1,164,motor,3,3,1,0.457,1,0
17,5,free,1,165,motor,5,5,1,0.384,1,0
17,5,free,1,166,motor,7,7,1,0.354,1,0
17,5,free,1,167,motor,1,1,1,0.350,1,0
17,5,free,1,168,motor,2,2,1,0.498,1,0
17,5,free,1,169,motor,1,1,1,0.361,1,0
17,5,free,1,170,motor,7,7,1,0.428,1,0
17,5,free,1,171,motor,5,5,1,0.383,1,0
17,5,free,1,172,motor,6,6,1,0.393,1,0
17,5,free,1,173,motor,7,7,1,0.453,1,0
17,5,free,1,174,motor,2,2,1,0.401,1,0
17,5,free,1,175,motor,2,2,1,0.351,1,0
17,5,free,1,176,motor,6,6,1,0.429,1,0
17,5,free,1,177,motor,8,8,1,0.366,1,0
17,5,free,1,178,motor,1,1,1,0.337,1,0
17,5,free,1,179,motor,7,7,1,0.404,1,0
17,5,free,1,180,motor,5,5,1,0.328,1,0
17,5,free,1,181,motor,1,1,1,0.327,1,0
17,5,free,1,182,motor,8,8,1,0.440,1,0
17,5,free,1,183,motor,4,4,1,0.357,1,0
17,5,free,1,184,motor,3,3,1,0.434,1,0
17,5,free,1,185,motor,5,5,1,0.388,1,0
17,5,free,1,186,motor,8,8,1,0.397,1,0
17,5,free,1,187,motor,7,7,1,0.357,1,0
17,5,free,1,188,motor,1,1,1,0.338,1,0
17,5,free,1,189,motor,7,7,1,0.362,1,0
17,5,free,1,190,motor,8,8,1,0.356,1,0
17,5,free,1,191,motor,6,6,1,0.372,1,0
17,5,free,1,192,motor,1,1,1,0.337,1,0
17,5,free,1,193,motor,1,1,1,0.326,1,0
17,5,free,1,194,motor,5,5,1,0.432,1,0
17,5,free,1,195,motor,1,1,1,0.316,1,0
17,5,free,1,196,motor,3,3,1,0.476,1,0
17,5,free,1,197,motor,6,6,1,0.397,1,0
17,5,free,1,198,motor,7,7,1,0.331,1,0
17,5,free,1,199,motor,2,5,0,0.321,1,0
17,5,free,1,199,motor,2,2,1,0.151,2,0
17,5,free,1,200,motor,3,3,1,0.543,1,0
17,5,free,1,201,motor,5,5,1,0.564,1,0
17,5,free,1,202,motor,6,6,1,0.328,1,0
17,5,free,1,203,motor,7,7,1,0.273,1,0
17,5,free,1,204,motor,1,1,1,0.339,1,0
17,5,free,1,205,motor,3,3,1,0.350,1,0
17,5,free,1,206,motor,4,4,1,0.340,1,0
17,5,free,1,207,motor,8,7,0,0.354,1,0
17,5,free,1,207,motor,8,8,1,0.331,2,0
17,5,free,1,208,motor,8,8,1,0.462,1,0
17,5,free,1,209,motor,4,4,1,0.416,1,0
17,5,free,1,210,motor,1,1,1,0.350,1,0
17,5,free,1,211,motor,2,2,1,0.453,1,0
17,5,free,1,212,motor,6,7,0,0.426,1,0
17,5,free,1,212,motor,6,6,1,0.719,2,0
17,5,free,1,213,motor,2,2,1,0.348,1,0
17,5,free,1,214,motor,7,7,1,0.548,1,0
17,5,free,1,215,motor,4,4,1,0.363,1,0
17,5,free,1,216,motor,5,5,1,0.392,1,0
17,5,free,1,217,motor,5,5,1,0.350,1,0
17,5,free,1,218,motor,4,4,1,0.362,1,0
17,5,free,1,219,motor,6,6,1,0.434,1,0
17,5,free,1,220,motor,4,4,1,0.375,1,0
17,5,free,1,221,motor,4,4,1,0.275,1,0
17,5,free,1,222,motor,8,7,0,0.314,1,0
17,5,free,1,222,motor,8,8,1,0.315,2,0
17,5,free,1,223,motor,6,6,1,0.477,1,0
17,5,free,1,224,motor,3,3,1,0.448,1,0
17,5,free,1,225,motor,2,2,1,0.415,1,0
17,5,free,1,226,motor,1,1,1,0.325,1,0
17,5,free,1,227,motor,4,4,1,0.300,1,0
17,5,free,1,228,motor,7,7,1,0.469,1,0
17,5,free,1,229,motor,5,5,1,0.395,1,0
17,5,free,1,230,motor,8,8,1,0.347,1,0
17,5,free,1,231,motor,7,7,1,0.341,1,0
17,5,free,1,232,motor,4,4,1,0.400,1,0
17,5,free,1,233,motor,2,2,1,0.378,1,0
17,5,free,1,234,motor,2,2,1,0.318,1,0
17,5,free,1,235,motor,8,8,1,0.364,1,0
17,5,free,1,236,motor,3,3,1,0.446,1,0
17,5,free,1,237,motor,7,7,1,0.346,1,0
17,5,free,1,238,motor,8,8,1,0.361,1,0
17,5,free,1,239,motor,1,1,1,0.336,1,0
17,5,free,1,240,motor,7,7,1,0.436,1,0
17,5,free,1,241,motor,3,2,0,0.355,1,0
17,5,free,1,241,motor,3,3,1,0.113,2,0
17,5,free,1,242,motor,3,3,1,0.421,1,0
17,5,free,1,243,motor,4,4,1,0.308,1,0
17,5,free,1,244,motor,3,3,1,0.351,1,0
17,5,free,1,245,motor,5,5,1,0.405,1,0
17,5,free,1,246,motor,5,5,1,0.333,1,0
17,5,free,1,247,motor,3,3,1,0.355,1,0
17,5,free,1,248,motor,2,2,1,0.432,1,0
17,5,free,1,249,motor,3,3,1,0.422,1,0
17,5,free,1,250,motor,4,4,1,0.400,1,0
17,5,free,1,251,motor,5,5,1,0.314,1,0
17,5,free,1,252,motor,7,8,0,0.296,1,0
17,5,free,1,252,motor,7,7,1,0.377,2,0
17,5,free,1,253,motor,1,1,1,0.325,1,0
17,5,free,1,254,motor,3,3,1,0.292,1,0
17,5,free,1,255,motor,8,7,0,0.341,1,0
17,5,free,1,255,motor,8,8,1,0.293,2,0
17,5,free,1,256,motor,1,1,1,0.372,1,0
17,5,free,1,257,motor,4,4,1,0.378,1,0
17,5,free,1,258,motor,2,2,1,0.364,1,0
17,5,free,1,259,motor,7,7,1,0.445,1,0
17,5,free,1,260,motor,2,2,1,0.560,1,0
17,5,free,1,261,motor,6,6,1,0.542,1,0
17,5,free,1,262,motor,7,7,1,0.351,1,0
17,5,free,1,263,motor,4,4,1,0.414,1,0
17,5,free,1,264,motor,2,2,1,0.391,1,0
17,5,free,1,265,motor,3,3,1,0.316,1,0
17,5,free,1,266,motor,2,2,1,0.442,1,0
17,5,free,1,267,motor,7,7,1,0.366,1,0
17,5,free,1,268,motor,1,2,0,0.320,1,0
17,5,free,1,268,motor,1,1,1,0.293,2,0
17,5,free,1,269,motor,3,3,1,0.430,1,0
17,5,free,1,270,motor,4,4,1,0.382,1,0
17,5,free,1,271,motor,8,8,1,0.325,1,0
17,5,free,1,272,motor,1,1,1,0.351,1,0
17,5,free,1,273,motor,3,3,1,0.352,1,0
17,5,free,1,274,motor,7,7,1,0.340,1,0
17,5,free,1,275,motor,4,4,1,0.369,1,0
17,5,free,1,276,motor,1,1,1,0.331,1,0
17,5,free,1,277,motor,6,7,0,0.308,1,0
17,5,free,1,277,motor,6,6,1,0.305,2,0
17,5,free,1,278,motor,7,7,1,0.403,1,0
17,5,free,1,279,motor,4,4,1,0.451,1,0
17,5,free,1,280,motor,6,6,1,0.420,1,0
17,5,free,1,281,motor,4,4,1,0.464,1,0
17,5,free,1,282,motor,4,4,1,0.282,1,0
17,5,free,1,283,motor,2,2,1,0.355,1,0
17,5,free,1,284,motor,8,8,1,0.374,1,0
