id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter,day
sub26,2,free,1,1,motor,8,8,1,0.454,1,0,1
sub26,2,free,1,2,motor,5,5,1,0.547,1,0,1
sub26,2,free,1,3,motor,7,7,1,0.556,1,0,1
sub26,2,free,1,4,motor,8,8,1,0.492,1,0,1
sub26,2,free,1,5,motor,7,7,1,0.547,1,0,1
sub26,2,free,1,6,motor,6,6,1,0.451,1,0,1
sub26,2,free,1,7,motor,6,6,1,0.579,1,0,1
sub26,2,free,1,8,motor,4,4,1,0.578,1,0,1
sub26,2,free,1,9,motor,2,2,1,0.517,1,0,1
sub26,2,free,1,10,motor,6,7,0,0.512,1,0,1
sub26,2,free,1,10,motor,6,6,1,0.253,2,0,1
sub26,2,free,1,11,motor,4,4,1,0.551,1,0,1
sub26,2,free,1,12,motor,4,4,1,0.324,1,0,1
sub26,2,free,1,13,motor,5,6,0,0.461,1,0,1
sub26,2,free,1,13,motor,5,5,1,0.422,2,0,1
sub26,2,free,1,14,motor,3,2,0,0.523,1,0,1
sub26,2,free,1,14,motor,3,3,1,0.256,2,0,1
sub26,2,free,1,15,motor,8,8,1,0.464,1,0,1
sub26,2,free,1,16,motor,8,8,1,0.317,1,0,1
sub26,2,free,1,17,motor,7,7,1,0.482,1,0,1
sub26,2,free,1,18,motor,2,2,1,0.617,1,0,1
sub26,2,free,1,19,motor,3,3,1,0.634,1,0,1
sub26,2,free,1,20,motor,6,7,0,0.602,1,0,1
sub26,2,free,1,20,motor,6,6,1,0.235,2,0,1
sub26,2,free,1,21,motor,2,2,1,0.799,1,0,1
sub26,2,free,1,22,motor,1,1,1,0.632,1,0,1
sub26,2,free,1,23,motor,5,5,1,2.052,1,0,1
sub26,2,free,1,24,motor,2,3,0,0.593,1,0,1
sub26,2,free,1,24,motor,2,2,1,0.296,2,0,1
sub26,2,free,1,25,motor,2,2,1,0.719,1,0,1
sub26,2,free,1,26,motor,5,5,1,0.618,1,0,1
sub26,2,free,1,27,motor,3,3,1,2.248,1,0,1
sub26,2,free,1,28,motor,2,2,1,0.728,1,0,1
sub26,2,free,1,29,motor,8,8,1,0.522,1,0,1
sub26,2,free,1,30,motor,2,2,1,0.518,1,0,1
sub26,2,free,1,31,motor,1,1,1,0.429,1,0,1
sub26,2,free,1,32,motor,6,6,1,0.417,1,0,1
sub26,2,free,1,33,motor,6,6,1,0.455,1,0,1
sub26,2,free,1,34,motor,7,7,1,0.465,1,0,1
sub26,2,free,1,35,motor,3,3,1,0.520,1,0,1
sub26,2,free,1,36,motor,6,6,1,0.419,1,0,1
sub26,2,free,1,37,motor,5,5,1,0.476,1,0,1
sub26,2,free,1,38,motor,3,3,1,0.622,1,0,1
sub26,2,free,1,39,motor,2,2,1,0.428,1,0,1
sub26,2,free,1,40,motor,8,8,1,0.534,1,0,1
sub26,2,free,1,41,motor,6,6,1,0.478,1,0,1
sub26,2,free,1,42,motor,3,3,1,0.443,1,0,1
sub26,2,free,1,43,motor,6,6,1,0.483,1,0,1
sub26,2,free,1,44,motor,1,1,1,0.471,1,0,1
sub26,2,free,1,45,motor,3,3,1,0.499,1,0,1
sub26,2,free,1,46,motor,8,8,1,0.470,1,0,1
sub26,2,free,1,47,motor,4,4,1,0.729,1,0,1
sub26,2,free,1,48,motor,7,7,1,0.429,1,0,1
sub26,2,free,1,49,motor,2,2,1,0.540,1,0,1
sub26,2,free,1,50,motor,7,7,1,0.432,1,0,1
sub26,2,free,1,51,motor,2,2,1,0.478,1,0,1
sub26,2,free,1,52,motor,3,3,1,0.569,1,0,1
sub26,2,free,1,53,motor,2,2,1,0.551,1,0,1
sub26,2,free,1,54,motor,5,5,1,0.632,1,0,1
sub26,2,free,1,55,motor,6,6,1,0.572,1,0,1
sub26,2,free,1,56,motor,3,3,1,0.704,1,0,1
sub26,2,free,1,57,motor,1,1,1,0.532,1,0,1
sub26,2,free,1,58,motor,7,7,1,0.390,1,0,1
sub26,2,free,1,59,motor,7,7,1,0.404,1,0,1
sub26,2,free,1,60,motor,2,2,1,0.513,1,0,1
sub26,2,free,1,61,motor,7,7,1,0.364,1,0,1
sub26,2,free,1,62,motor,4,4,1,0.472,1,0,1
sub26,2,free,1,63,motor,5,5,1,0.365,1,0,1
sub26,2,free,1,64,motor,2,2,1,0.401,1,0,1
sub26,2,free,1,65,motor,4,4,1,0.625,1,0,1
sub26,2,free,1,66,motor,8,8,1,0.425,1,0,1
sub26,2,free,1,67,motor,3,2,0,0.536,1,0,1
sub26,2,free,1,67,motor,3,3,1,0.214,2,0,1
sub26,2,free,1,68,motor,5,5,1,0.587,1,0,1
sub26,2,free,1,69,motor,7,7,1,0.451,1,0,1
sub26,2,free,1,70,motor,5,5,1,0.430,1,0,1
sub26,2,free,1,71,motor,1,1,1,0.590,1,0,1
sub26,2,free,1,72,motor,4,4,1,0.636,1,0,1
sub26,2,free,1,73,motor,6,6,1,1.404,1,0,1
sub26,2,free,1,74,motor,3,3,1,0.918,1,0,1
sub26,2,free,1,75,motor,4,4,1,0.635,1,0,1
sub26,2,free,1,76,motor,1,1,1,0.548,1,0,1
sub26,2,free,1,77,motor,4,4,1,0.555,1,0,1
sub26,2,free,1,78,motor,1,1,1,0.474,1,0,1
sub26,2,free,1,79,motor,7,7,1,0.462,1,0,1
sub26,2,free,1,80,motor,4,4,1,0.432,1,0,1
sub26,2,free,1,81,motor,7,7,1,0.387,1,0,1
sub26,2,free,1,82,motor,8,8,1,0.415,1,0,1
sub26,2,free,1,83,motor,7,7,1,0.507,1,0,1
sub26,2,free,1,84,motor,5,5,1,0.460,1,0,1
sub26,2,free,1,85,motor,4,4,1,0.721,1,0,1
sub26,2,free,1,86,motor,2,2,1,0.432,1,0,1
sub26,2,free,1,87,motor,1,1,1,0.391,1,0,1
sub26,2,free,1,88,motor,8,8,1,0.398,1,0,1
sub26,2,free,1,89,motor,6,6,1,1.328,1,0,1
sub26,2,free,1,90,motor,4,4,1,0.532,1,0,1
sub26,2,free,1,91,motor,3,3,1,0.617,1,0,1
sub26,2,free,1,92,motor,4,4,1,0.484,1,0,1
sub26,2,free,1,93,motor,6,7,0,0.467,1,0,1
sub26,2,free,1,93,motor,6,6,1,0.192,2,0,1
sub26,2,free,1,94,motor,3,3,1,0.837,1,0,1
sub26,2,free,1,95,motor,2,2,1,0.458,1,0,1
sub26,2,free,1,96,motor,6,6,1,1.021,1,0,1
sub26,2,free,1,97,motor,8,8,1,0.412,1,0,1
sub26,2,free,1,98,motor,5,5,1,0.715,1,0,1
sub26,2,free,1,99,motor,2,2,1,0.571,1,0,1
sub26,2,free,1,100,motor,8,8,1,0.467,1,0,1
sub26,2,free,1,101,motor,2,2,1,0.463,1,0,1
sub26,2,free,1,102,motor,7,7,1,0.501,1,0,1
sub26,2,free,1,103,motor,1,1,1,0.488,1,0,1
sub26,2,free,1,104,motor,1,1,1,0.377,1,0,1
sub26,2,free,1,105,motor,7,7,1,0.535,1,0,1
sub26,2,free,1,106,motor,8,8,1,0.403,1,0,1
sub26,2,free,1,107,motor,8,8,1,0.435,1,0,1
sub26,2,free,1,108,motor,1,1,1,0.426,1,0,1
sub26,2,free,1,109,motor,1,1,1,0.329,1,0,1
sub26,2,free,1,110,motor,5,5,1,0.531,1,0,1
sub26,2,free,1,111,motor,8,8,1,0.340,1,0,1
sub26,2,free,1,112,motor,3,3,1,0.583,1,0,1
sub26,2,free,1,113,motor,8,8,1,0.367,1,0,1
sub26,2,free,1,114,motor,3,4,0,0.675,1,0,1
sub26,2,free,1,114,motor,3,3,1,0.239,2,0,1
sub26,2,free,1,115,motor,4,4,1,0.690,1,0,1
sub26,2,free,1,116,motor,8,8,1,0.413,1,0,1
sub26,2,free,1,117,motor,3,2,0,0.591,1,0,1
sub26,2,free,1,117,motor,3,3,1,0.116,2,0,1
sub26,2,free,1,118,motor,2,2,1,0.590,1,0,1
sub26,2,free,1,119,motor,6,6,1,0.785,1,0,1
sub26,2,free,1,120,motor,5,5,1,0.626,1,0,1
sub26,2,free,1,121,motor,8,8,1,0.467,1,0,1
sub26,2,free,1,122,motor,4,4,1,0.558,1,0,1
sub26,2,free,1,123,motor,8,8,1,0.421,1,0,1
sub26,2,free,1,124,motor,1,1,1,0.412,1,0,1
sub26,2,free,1,125,motor,6,6,1,0.689,1,0,1
sub26,2,free,1,126,motor,1,1,1,0.470,1,0,1
sub26,2,free,1,127,motor,4,4,1,0.510,1,0,1
sub26,2,free,1,128,motor,5,5,1,0.438,1,0,1
sub26,2,free,1,129,motor,4,3,0,0.551,1,0,1
sub26,2,free,1,129,motor,4,4,1,0.183,2,0,1
sub26,2,free,1,130,motor,7,7,1,0.533,1,0,1
sub26,2,free,1,131,motor,5,5,1,0.582,1,0,1
sub26,2,free,1,132,motor,1,1,1,0.521,1,0,1
sub26,2,free,1,133,motor,2,2,1,0.509,1,0,1
