id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
11,1,free,1,1,motor,1,1,1,0.436,1,0
11,1,free,1,2,motor,5,5,1,0.491,1,0
11,1,free,1,3,motor,3,3,1,0.802,1,0
11,1,free,1,4,motor,8,7,0,0.435,1,0
11,1,free,1,4,motor,8,8,1,0.434,2,0
11,1,free,1,5,motor,1,1,1,0.511,1,0
11,1,free,1,6,motor,6,6,1,0.954,1,0
11,1,free,1,7,motor,5,5,1,0.417,1,0
11,1,free,1,8,motor,3,2,0,0.468,1,0
11,1,free,1,8,motor,3,3,1,0.308,2,0
11,1,free,1,9,motor,4,4,1,0.608,1,0
11,1,free,1,10,motor,4,4,1,0.532,1,0
11,1,free,1,11,motor,8,8,1,0.505,1,0
11,1,free,1,12,motor,8,8,1,0.474,1,0
11,1,free,1,13,motor,6,6,1,0.800,1,0
11,1,free,1,14,motor,7,7,1,0.523,1,0
11,1,free,1,15,motor,1,1,1,0.561,1,0
11,1,free,1,16,motor,4,4,1,0.478,1,0
11,1,free,1,17,motor,7,7,1,0.561,1,0
11,1,free,1,18,motor,6,5,0,0.829,1,0
11,1,free,1,18,motor,6,6,1,0.249,2,0
11,1,free,1,19,motor,5,5,1,0.522,1,0
11,1,free,1,20,motor,3,3,1,0.750,1,0
11,1,free,1,21,motor,1,1,1,0.635,1,0
11,1,free,1,22,motor,3,3,1,0.439,1,0
11,1,free,1,23,motor,4,4,1,0.397,1,0
11,1,free,1,24,motor,2,2,1,0.462,1,0
11,1,free,1,25,motor,8,8,1,0.585,1,0
11,1,free,1,26,motor,8,8,1,0.526,1,0
11,1,free,1,27,motor,7,7,1,0.548,1,0
11,1,free,1,28,motor,3,3,1,0.802,1,0
11,1,free,1,29,motor,5,5,1,0.539,1,0
11,1,free,1,30,motor,8,8,1,0.379,1,0
11,1,free,1,31,motor,2,2,1,0.537,1,0
11,1,free,1,32,motor,3,3,1,0.429,1,0
11,1,free,1,33,motor,7,7,1,0.561,1,0
11,1,free,1,34,motor,2,2,1,0.580,1,0
11,1,free,1,35,motor,2,2,1,0.324,1,0
11,1,free,1,36,motor,5,5,1,0.516,1,0
11,1,free,1,37,motor,4,4,1,0.542,1,0
11,1,free,1,38,motor,6,5,0,0.331,1,0
11,1,free,1,38,motor,6,6,1,0.356,2,0
11,1,free,1,39,motor,5,5,1,0.429,1,0
11,1,free,1,40,motor,5,5,1,0.318,1,0
11,1,free,1,41,motor,8,8,1,0.444,1,0
11,1,free,1,42,motor,1,1,1,0.465,1,0
11,1,free,1,43,motor,2,2,1,0.530,1,0
11,1,free,1,44,motor,6,6,1,0.763,1,0
11,1,free,1,45,motor,5,5,1,0.411,1,0
11,1,free,1,46,motor,7,7,1,0.468,1,0
11,1,free,1,47,motor,3,3,1,1.299,1,0
11,1,free,1,48,motor,1,1,1,0.423,1,0
11,1,free,1,49,motor,7,7,1,0.457,1,0
11,1,free,1,50,motor,2,2,1,0.613,1,0
11,1,free,1,51,motor,4,4,1,0.490,1,0
11,1,free,1,52,motor,8,8,1,0.419,1,0
11,1,free,1,53,motor,6,6,1,0.624,1,0
11,1,free,1,54,motor,7,7,1,0.425,1,0
11,1,free,1,55,motor,6,6,1,0.401,1,0
11,1,free,1,56,motor,7,7,1,0.279,1,0
11,1,free,1,57,motor,2,2,1,0.459,1,0
11,1,free,1,58,motor,1,1,1,0.382,1,0
11,1,free,1,59,motor,4,4,1,0.392,1,0
11,1,free,1,60,motor,6,6,1,0.631,1,0
11,1,free,1,61,motor,1,1,1,0.427,1,0
11,1,free,1,62,motor,2,2,1,0.411,1,0
11,1,free,1,63,motor,1,1,1,0.315,1,0
11,1,free,1,64,motor,7,7,1,0.651,1,0
11,1,free,1,65,motor,5,5,1,0.593,1,0
11,1,free,1,66,motor,7,7,1,0.483,1,0
11,1,free,1,67,motor,3,3,1,0.881,1,0
11,1,free,1,68,motor,5,6,0,0.421,1,0
11,1,free,1,68,motor,5,5,1,0.335,2,0
11,1,free,1,69,motor,7,7,1,0.370,1,0
11,1,free,1,70,motor,1,1,1,0.621,1,0
11,1,free,1,71,motor,1,1,1,0.378,1,0
11,1,free,1,72,motor,3,3,1,0.509,1,0
11,1,free,1,73,motor,4,4,1,0.445,1,0
11,1,free,1,74,motor,3,3,1,0.294,1,0
11,1,free,1,75,motor,4,4,1,0.288,1,0
11,1,free,1,76,motor,1,1,1,0.598,1,0
11,1,free,1,77,motor,5,5,1,0.400,1,0
11,1,free,1,78,motor,1,1,1,0.312,1,0
11,1,free,1,79,motor,7,7,1,0.383,1,0
11,1,free,1,80,motor,4,4,1,0.655,1,0
11,1,free,1,81,motor,7,7,1,0.378,1,0
11,1,free,1,82,motor,1,1,1,0.414,1,0
11,1,free,1,83,motor,5,5,1,0.436,1,0
11,1,free,1,84,motor,8,8,1,0.547,1,0
11,1,free,1,85,motor,5,5,1,0.678,1,0
11,1,free,1,86,motor,2,2,1,1.037,1,0
11,1,free,1,87,motor,4,4,1,0.705,1,0
11,1,free,1,88,motor,1,1,1,0.792,1,0
11,1,free,1,89,motor,1,1,1,0.369,1,0
11,1,free,1,90,motor,6,6,1,0.415,1,0
11,1,free,1,91,motor,7,7,1,0.533,1,0
11,1,free,1,92,motor,6,6,1,0.305,1,0
11,1,free,1,93,motor,6,6,1,0.368,1,0
11,1,free,1,94,motor,4,4,1,0.670,1,0
11,1,free,1,95,motor,8,8,1,0.462,1,0
11,1,free,1,96,motor,5,5,1,0.555,1,0
11,1,free,1,97,motor,3,3,1,0.605,1,0
11,1,free,1,98,motor,4,4,1,0.310,1,0
11,1,free,1,99,motor,5,6,0,0.408,1,0
11,1,free,1,99,motor,5,5,1,0.262,2,0
11,1,free,1,100,motor,3,3,1,0.507,1,0
11,1,free,1,101,motor,4,4,1,0.436,1,0
11,1,free,1,102,motor,7,7,1,0.565,1,0
11,1,free,1,103,motor,1,1,1,0.416,1,0
11,1,free,1,104,motor,2,3,0,0.346,1,0
11,1,free,1,104,motor,2,2,1,0.452,2,0
11,1,free,1,105,motor,7,7,1,0.624,1,0
11,1,free,1,106,motor,5,5,1,0.445,1,0
11,1,free,1,107,motor,4,4,1,0.511,1,0
11,1,free,1,108,motor,5,5,1,0.412,1,0
11,1,free,1,109,motor,6,6,1,0.405,1,0
11,1,free,1,110,motor,1,1,1,0.459,1,0
11,1,free,1,111,motor,2,2,1,0.486,1,0
11,1,free,1,112,motor,5,5,1,0.515,1,0
11,1,free,1,113,motor,2,2,1,0.462,1,0
11,1,free,1,114,motor,3,3,1,0.520,1,0
11,1,free,1,115,motor,6,6,1,0.728,1,0
11,1,free,1,116,motor,5,5,1,0.433,1,0
11,1,free,1,117,motor,5,5,1,0.442,1,0
11,1,free,1,118,motor,1,1,1,0.391,1,0
11,1,free,1,119,motor,7,6,0,0.577,1,0
11,1,free,1,119,motor,7,7,1,0.478,2,0
11,1,free,1,120,motor,4,4,1,0.861,1,0
11,1,free,1,121,motor,6,6,1,0.680,1,0
11,1,free,1,122,motor,2,2,1,0.497,1,0
11,1,free,1,123,motor,5,5,1,0.550,1,0
11,1,free,1,124,motor,8,8,1,0.450,1,0
11,1,free,1,125,motor,1,1,1,0.385,1,0
11,1,free,1,126,motor,3,3,1,0.526,1,0
11,1,free,1,127,motor,6,6,1,0.703,1,0
11,1,free,1,128,motor,7,7,1,0.491,1,0
11,1,free,1,129,motor,8,8,1,0.611,1,0
