id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter
03,1,free,1,1,motor,4,4,1,0.506,1,0
03,1,free,1,2,motor,7,6,0,0.499,1,0
03,1,free,1,2,motor,7,6,0,0.476,2,0
03,1,free,1,2,motor,7,7,1,0.382,3,0
03,1,free,1,3,motor,1,1,1,0.597,1,0
03,1,free,1,4,motor,3,3,1,0.834,1,0
03,1,free,1,5,motor,6,6,1,0.671,1,0
03,1,free,1,6,motor,1,1,1,0.550,1,0
03,1,free,1,7,motor,3,4,0,0.730,1,0
03,1,free,1,7,motor,3,3,1,0.225,2,0
03,1,free,1,8,motor,1,1,1,0.522,1,0
03,1,free,1,9,motor,1,1,1,0.413,1,0
03,1,free,1,10,motor,8,8,1,0.732,1,0
03,1,free,1,11,motor,6,6,1,0.594,1,0
03,1,free,1,12,motor,5,6,0,0.455,1,0
03,1,free,1,12,motor,5,5,1,0.194,2,0
03,1,free,1,13,motor,5,5,1,0.587,1,0
03,1,free,1,14,motor,8,8,1,0.502,1,0
03,1,free,1,15,motor,8,8,1,0.334,1,0
03,1,free,1,16,motor,1,1,1,0.455,1,0
03,1,free,1,17,motor,5,5,1,0.487,1,0
03,1,free,1,18,motor,7,6,0,0.509,1,0
03,1,free,1,18,motor,7,7,1,0.225,2,0
03,1,free,1,19,motor,3,2,0,0.695,1,0
03,1,free,1,19,motor,3,3,1,0.482,2,0
03,1,free,1,20,motor,5,5,1,0.600,1,0
03,1,free,1,21,motor,7,7,1,0.638,1,0
03,1,free,1,22,motor,2,2,1,0.586,1,0
03,1,free,1,23,motor,5,5,1,0.545,1,0
03,1,free,1,24,motor,1,1,1,0.548,1,0
03,1,free,1,25,motor,4,4,1,0.678,1,0
03,1,free,1,26,motor,5,5,1,0.474,1,0
03,1,free,1,27,motor,3,3,1,0.691,1,0
03,1,free,1,28,motor,8,7,0,0.789,1,0
03,1,free,1,28,motor,8,8,1,0.246,2,0
03,1,free,1,29,motor,2,2,1,0.571,1,0
03,1,free,1,30,motor,7,7,1,0.692,1,0
03,1,free,1,31,motor,2,2,1,0.366,1,0
03,1,free,1,32,motor,1,1,1,0.478,1,0
03,1,free,1,33,motor,6,6,1,0.765,1,0
03,1,free,1,34,motor,2,2,1,0.672,1,0
03,1,free,1,35,motor,7,7,1,0.581,1,0
03,1,free,1,36,motor,5,5,1,0.628,1,0
03,1,free,1,37,motor,1,1,1,0.505,1,0
03,1,free,1,38,motor,4,4,1,0.681,1,0
03,1,free,1,39,motor,8,8,1,0.415,1,0
03,1,free,1,40,motor,6,6,1,0.710,1,0
03,1,free,1,41,motor,3,2,0,0.607,1,0
03,1,free,1,41,motor,3,3,1,0.198,2,0
03,1,free,1,42,motor,1,1,1,0.581,1,0
03,1,free,1,43,motor,4,5,0,0.652,1,0
03,1,free,1,43,motor,4,4,1,0.647,2,0
03,1,free,1,44,motor,5,5,1,0.594,1,0
03,1,free,1,45,motor,5,5,1,0.399,1,0
