id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter,day
sub19,7,free,1,1,motor,1,1,1,0.588,1,0,8
sub19,7,free,1,2,motor,5,5,1,0.638,1,0,8
sub19,7,free,1,3,motor,4,4,1,0.646,1,0,8
sub19,7,free,1,4,motor,2,2,1,0.477,1,0,8
sub19,7,free,1,5,motor,3,3,1,0.366,1,0,8
sub19,7,free,1,6,motor,2,2,1,0.541,1,0,8
sub19,7,free,1,7,motor,3,3,1,0.323,1,0,8
sub19,7,free,1,8,motor,7,7,1,0.559,1,0,8
sub19,7,free,1,9,motor,8,8,1,0.457,1,0,8
sub19,7,free,1,10,motor,4,4,1,0.665,1,0,8
sub19,7,free,1,11,motor,3,3,1,0.572,1,0,8
sub19,7,free,1,12,motor,6,6,1,0.564,1,0,8
sub19,7,free,1,13,motor,4,4,1,0.688,1,0,8
sub19,7,free,1,14,motor,7,7,1,0.603,1,0,8
sub19,7,free,1,15,motor,6,6,1,0.517,1,0,8
sub19,7,free,1,16,motor,2,2,1,0.539,1,0,8
sub19,7,free,1,17,motor,4,4,1,0.552,1,0,8
sub19,7,free,1,18,motor,2,2,1,0.581,1,0,8
sub19,7,free,1,19,motor,6,6,1,0.623,1,0,8
sub19,7,free,1,20,motor,1,1,1,0.533,1,0,8
sub19,7,free,1,21,motor,8,8,1,0.493,1,0,8
sub19,7,free,1,22,motor,6,6,1,0.597,1,0,8
sub19,7,free,1,23,motor,4,4,1,0.542,1,0,8
sub19,7,free,1,24,motor,1,1,1,0.423,1,0,8
sub19,7,free,1,25,motor,1,1,1,0.343,1,0,8
sub19,7,free,1,26,motor,3,3,1,0.825,1,0,8
sub19,7,free,1,27,motor,7,7,1,0.600,1,0,8
sub19,7,free,1,28,motor,1,1,1,0.549,1,0,8
sub19,7,free,1,29,motor,2,2,1,0.487,1,0,8
sub19,7,free,1,30,motor,2,2,1,0.366,1,0,8
sub19,7,free,1,31,motor,5,5,1,0.524,1,0,8
sub19,7,free,1,32,motor,5,5,1,0.273,1,0,8
sub19,7,free,1,33,motor,6,6,1,0.450,1,0,8
sub19,7,free,1,34,motor,3,2,0,0.478,1,0,8
sub19,7,free,1,34,motor,3,3,1,0.425,2,0,8
sub19,7,free,1,35,motor,4,4,1,0.807,1,0,8
sub19,7,free,1,36,motor,5,5,1,0.557,1,0,8
sub19,7,free,1,37,motor,7,7,1,0.537,1,0,8
sub19,7,free,1,38,motor,1,1,1,0.624,1,0,8
sub19,7,free,1,39,motor,3,3,1,0.710,1,0,8
sub19,7,free,1,40,motor,3,3,1,0.347,1,0,8
sub19,7,free,1,41,motor,5,5,1,0.547,1,0,8
sub19,7,free,1,42,motor,3,3,1,0.989,1,0,8
sub19,7,free,1,43,motor,8,7,0,0.629,1,0,8
sub19,7,free,1,43,motor,8,8,1,0.424,2,0,8
sub19,7,free,1,44,motor,1,1,1,0.760,1,0,8
sub19,7,free,1,45,motor,6,6,1,0.642,1,0,8
sub19,7,free,1,46,motor,8,8,1,0.607,1,0,8
sub19,7,free,1,47,motor,2,2,1,0.666,1,0,8
sub19,7,free,1,48,motor,3,3,1,0.477,1,0,8
sub19,7,free,1,49,motor,6,6,1,0.691,1,0,8
sub19,7,free,1,50,motor,8,8,1,0.529,1,0,8
sub19,7,free,1,51,motor,8,8,1,0.320,1,0,8
sub19,7,free,1,52,motor,3,3,1,0.647,1,0,8
sub19,7,free,1,53,motor,4,4,1,0.521,1,0,8
sub19,7,free,1,54,motor,5,5,1,0.557,1,0,8
sub19,7,free,1,55,motor,3,3,1,0.862,1,0,8
sub19,7,free,1,56,motor,7,7,1,0.667,1,0,8
sub19,7,free,1,57,motor,5,5,1,0.562,1,0,8
sub19,7,free,1,58,motor,6,6,1,0.531,1,0,8
sub19,7,free,1,59,motor,7,7,1,0.441,1,0,8
sub19,7,free,1,60,motor,3,3,1,0.679,1,0,8
sub19,7,free,1,61,motor,2,2,1,0.591,1,0,8
sub19,7,free,1,62,motor,8,8,1,0.548,1,0,8
sub19,7,free,1,63,motor,3,3,1,0.692,1,0,8
sub19,7,free,1,64,motor,1,1,1,0.496,1,0,8
sub19,7,free,1,65,motor,1,1,1,0.318,1,0,8
sub19,7,free,1,66,motor,3,3,1,0.878,1,0,8
sub19,7,free,1,67,motor,5,5,1,0.769,1,0,8
sub19,7,free,1,68,motor,8,8,1,0.456,1,0,8
sub19,7,free,1,69,motor,5,5,1,0.705,1,0,8
sub19,7,free,1,70,motor,5,5,1,0.327,1,0,8
sub19,7,free,1,71,motor,8,8,1,0.482,1,0,8
sub19,7,free,1,72,motor,3,3,1,0.652,1,0,8
sub19,7,free,1,73,motor,8,8,1,0.567,1,0,8
sub19,7,free,1,74,motor,7,7,1,0.553,1,0,8
sub19,7,free,1,75,motor,4,4,1,0.601,1,0,8
sub19,7,free,1,76,motor,3,3,1,0.495,1,0,8
sub19,7,free,1,77,motor,2,2,1,0.509,1,0,8
sub19,7,free,1,78,motor,5,5,1,0.502,1,0,8
sub19,7,free,1,79,motor,8,8,1,0.680,1,0,8
