id,group_id,task_type,block,trial,stim_type,stim_index,resp_index,correct,t_reaction,attempt_number,iter,day
sub24,12,free,1,1,motor,4,4,1,1.621,1,0,8
sub24,12,free,1,2,motor,6,6,1,1.338,1,0,8
sub24,12,free,1,3,motor,2,2,1,0.799,1,0,8
sub24,12,free,1,4,motor,7,7,1,0.874,1,0,8
sub24,12,free,1,5,motor,2,2,1,0.579,1,0,8
sub24,12,free,1,6,motor,4,4,1,0.687,1,0,8
sub24,12,free,1,7,motor,3,3,1,0.470,1,0,8
sub24,12,free,1,8,motor,4,4,1,0.574,1,0,8
sub24,12,free,1,9,motor,3,3,1,0.368,1,0,8
sub24,12,free,1,10,motor,7,7,1,0.630,1,0,8
sub24,12,free,1,11,motor,8,8,1,1.027,1,0,8
sub24,12,free,1,12,motor,3,3,1,1.036,1,0,8
sub24,12,free,1,13,motor,6,6,1,0.633,1,0,8
sub24,12,free,1,14,motor,6,6,1,0.397,1,0,8
sub24,12,free,1,15,motor,4,4,1,0.542,1,0,8
sub24,12,free,1,16,motor,1,1,1,0.555,1,0,8
sub24,12,free,1,17,motor,5,5,1,0.746,1,0,8
sub24,12,free,1,18,motor,3,3,1,0.504,1,0,8
sub24,12,free,1,19,motor,5,5,1,0.451,1,0,8
sub24,12,free,1,20,motor,4,4,1,0.552,1,0,8
sub24,12,free,1,21,motor,8,8,1,0.518,1,0,8
sub24,12,free,1,22,motor,8,8,1,0.389,1,0,8
sub24,12,free,1,23,motor,1,1,1,0.564,1,0,8
sub24,12,free,1,24,motor,2,2,1,0.441,1,0,8
sub24,12,free,1,25,motor,5,5,1,0.686,1,0,8
sub24,12,free,1,26,motor,1,1,1,0.484,1,0,8
sub24,12,free,1,27,motor,5,5,1,0.581,1,0,8
sub24,12,free,1,28,motor,3,3,1,0.507,1,0,8
sub24,12,free,1,29,motor,6,6,1,0.564,1,0,8
sub24,12,free,1,30,motor,7,7,1,0.491,1,0,8
sub24,12,free,1,31,motor,6,6,1,0.556,1,0,8
sub24,12,free,1,32,motor,8,8,1,0.529,1,0,8
sub24,12,free,1,33,motor,4,4,1,0.650,1,0,8
sub24,12,free,1,34,motor,5,5,1,0.603,1,0,8
sub24,12,free,1,35,motor,8,8,1,0.451,1,0,8
sub24,12,free,1,36,motor,2,2,1,0.660,1,0,8
sub24,12,free,1,37,motor,6,6,1,0.613,1,0,8
sub24,12,free,1,38,motor,5,5,1,0.471,1,0,8
sub24,12,free,1,39,motor,7,6,0,0.342,1,0,8
sub24,12,free,1,39,motor,7,7,1,0.406,2,0,8
sub24,12,free,1,40,motor,3,3,1,0.600,1,0,8
sub24,12,free,1,41,motor,1,1,1,0.885,1,0,8
sub24,12,free,1,42,motor,2,2,1,0.569,1,0,8
sub24,12,free,1,43,motor,5,5,1,0.612,1,0,8
sub24,12,free,1,44,motor,4,4,1,0.704,1,0,8
sub24,12,free,1,45,motor,6,6,1,0.593,1,0,8
sub24,12,free,1,46,motor,8,8,1,0.610,1,0,8
sub24,12,free,1,47,motor,4,4,1,0.549,1,0,8
sub24,12,free,1,48,motor,1,1,1,0.465,1,0,8
sub24,12,free,1,49,motor,8,8,1,0.492,1,0,8
sub24,12,free,1,50,motor,5,5,1,1.092,1,0,8
sub24,12,free,1,51,motor,5,5,1,0.393,1,0,8
sub24,12,free,1,52,motor,4,4,1,0.538,1,0,8
sub24,12,free,1,53,motor,1,1,1,0.431,1,0,8
sub24,12,free,1,54,motor,3,3,1,0.561,1,0,8
sub24,12,free,1,55,motor,5,5,1,0.450,1,0,8
sub24,12,free,1,56,motor,3,3,1,0.568,1,0,8
sub24,12,free,1,57,motor,8,8,1,0.514,1,0,8
sub24,12,free,1,58,motor,3,3,1,0.496,1,0,8
sub24,12,free,1,59,motor,1,1,1,0.465,1,0,8
sub24,12,free,1,60,motor,6,6,1,0.768,1,0,8
sub24,12,free,1,61,motor,5,5,1,0.393,1,0,8
sub24,12,free,1,62,motor,7,7,1,0.613,1,0,8
sub24,12,free,1,63,motor,4,4,1,0.534,1,0,8
sub24,12,free,1,64,motor,6,6,1,0.576,1,0,8
sub24,12,free,1,65,motor,5,5,1,0.400,1,0,8
sub24,12,free,1,66,motor,6,6,1,0.392,1,0,8
sub24,12,free,1,67,motor,4,4,1,0.565,1,0,8
sub24,12,free,1,68,motor,1,1,1,0.583,1,0,8
sub24,12,free,1,69,motor,3,3,1,0.506,1,0,8
sub24,12,free,1,70,motor,4,4,1,0.509,1,0,8
sub24,12,free,1,71,motor,6,6,1,0.599,1,0,8
sub24,12,free,1,72,motor,6,6,1,0.320,1,0,8
sub24,12,free,1,73,motor,2,2,1,0.461,1,0,8
sub24,12,free,1,74,motor,4,4,1,0.526,1,0,8
sub24,12,free,1,75,motor,7,7,1,0.686,1,0,8
sub24,12,free,1,76,motor,3,3,1,0.801,1,0,8
sub24,12,free,1,77,motor,6,5,0,1.108,1,0,8
sub24,12,free,1,77,motor,6,6,1,0.330,2,0,8
sub24,12,free,1,78,motor,1,1,1,0.582,1,0,8
sub24,12,free,1,79,motor,3,3,1,0.582,1,0,8
sub24,12,free,1,80,motor,6,6,1,0.456,1,0,8
sub24,12,free,1,81,motor,3,3,1,0.550,1,0,8
sub24,12,free,1,82,motor,1,1,1,0.613,1,0,8
sub24,12,free,1,83,motor,8,8,1,0.649,1,0,8
sub24,12,free,1,84,motor,1,1,1,0.686,1,0,8
sub24,12,free,1,85,motor,7,7,1,0.721,1,0,8
sub24,12,free,1,86,motor,4,4,1,0.719,1,0,8
sub24,12,free,1,87,motor,5,5,1,0.550,1,0,8
sub24,12,free,1,88,motor,7,7,1,0.750,1,0,8
sub24,12,free,1,89,motor,6,6,1,0.603,1,0,8
sub24,12,free,1,90,motor,2,2,1,0.602,1,0,8
sub24,12,free,1,91,motor,8,8,1,0.496,1,0,8
sub24,12,free,1,92,motor,6,6,1,0.716,1,0,8
sub24,12,free,1,93,motor,4,4,1,0.517,1,0,8
sub24,12,free,1,94,motor,3,3,1,0.463,1,0,8
sub24,12,free,1,95,motor,1,1,1,0.616,1,0,8
sub24,12,free,1,96,motor,4,4,1,0.504,1,0,8
sub24,12,free,1,97,motor,4,4,1,0.376,1,0,8
sub24,12,free,1,98,motor,8,8,1,0.513,1,0,8
sub24,12,free,1,99,motor,7,7,1,0.676,1,0,8
sub24,12,free,1,100,motor,3,3,1,0.593,1,0,8
sub24,12,free,1,101,motor,5,5,1,0.667,1,0,8
sub24,12,free,1,102,motor,6,6,1,0.439,1,0,8
sub24,12,free,1,103,motor,3,3,1,0.574,1,0,8
sub24,12,free,1,104,motor,4,4,1,0.687,1,0,8
sub24,12,free,1,105,motor,1,1,1,0.820,1,0,8
sub24,12,free,1,106,motor,8,8,1,0.525,1,0,8
sub24,12,free,1,107,motor,6,6,1,0.500,1,0,8
sub24,12,free,1,108,motor,2,2,1,0.620,1,0,8
sub24,12,free,1,109,motor,4,4,1,0.440,1,0,8
sub24,12,free,1,110,motor,2,2,1,0.360,1,0,8
sub24,12,free,1,111,motor,2,2,1,0.412,1,0,8
sub24,12,free,1,112,motor,1,1,1,0.500,1,0,8
sub24,12,free,1,113,motor,4,4,1,0.469,1,0,8
sub24,12,free,1,114,motor,6,6,1,0.571,1,0,8
sub24,12,free,1,115,motor,1,1,1,0.421,1,0,8
sub24,12,free,1,116,motor,5,5,1,0.548,1,0,8
sub24,12,free,1,117,motor,7,7,1,0.529,1,0,8
sub24,12,free,1,118,motor,7,7,1,0.381,1,0,8
sub24,12,free,1,119,motor,1,1,1,0.442,1,0,8
sub24,12,free,1,120,motor,6,6,1,0.609,1,0,8
sub24,12,free,1,121,motor,2,3,0,0.550,1,0,8
sub24,12,free,1,121,motor,2,2,1,0.242,2,0,8
sub24,12,free,1,122,motor,7,7,1,0.482,1,0,8
sub24,12,free,1,123,motor,7,7,1,0.411,1,0,8
sub24,12,free,1,124,motor,8,8,1,0.470,1,0,8
sub24,12,free,1,125,motor,4,4,1,1.099,1,0,8
sub24,12,free,1,126,motor,3,3,1,0.516,1,0,8
sub24,12,free,1,127,motor,2,2,1,0.427,1,0,8
sub24,12,free,1,128,motor,8,8,1,0.454,1,0,8
sub24,12,free,1,129,motor,7,7,1,0.602,1,0,8
sub24,12,free,1,130,motor,5,5,1,0.672,1,0,8
sub24,12,free,1,131,motor,4,4,1,0.526,1,0,8
sub24,12,free,1,132,motor,8,8,1,0.478,1,0,8
sub24,12,free,1,133,motor,3,3,1,0.857,1,0,8
sub24,12,free,1,134,motor,3,3,1,0.426,1,0,8
sub24,12,free,1,135,motor,2,2,1,0.465,1,0,8
sub24,12,free,1,136,motor,8,8,1,0.451,1,0,8
sub24,12,free,1,137,motor,2,2,1,0.690,1,0,8
sub24,12,free,1,138,motor,7,7,1,0.833,1,0,8
sub24,12,free,1,139,motor,4,4,1,0.834,1,0,8
sub24,12,free,1,140,motor,4,4,1,0.363,1,0,8
sub24,12,free,1,141,motor,7,7,1,0.716,1,0,8
sub24,12,free,1,142,motor,8,7,0,0.316,1,0,8
sub24,12,free,1,142,motor,8,8,1,0.263,2,0,8
sub24,12,free,1,143,motor,3,3,1,0.552,1,0,8
sub24,12,free,1,144,motor,3,3,1,0.422,1,0,8
sub24,12,free,1,145,motor,7,7,1,0.696,1,0,8
sub24,12,free,1,146,motor,5,5,1,0.543,1,0,8
sub24,12,free,1,147,motor,7,7,1,0.369,1,0,8
sub24,12,free,1,148,motor,8,8,1,0.435,1,0,8
sub24,12,free,1,149,motor,5,5,1,0.439,1,0,8
sub24,12,free,1,150,motor,2,2,1,0.700,1,0,8
sub24,12,free,1,151,motor,2,2,1,0.468,1,0,8
sub24,12,free,1,152,motor,7,7,1,0.469,1,0,8
sub24,12,free,1,153,motor,3,3,1,0.560,1,0,8
sub24,12,free,1,154,motor,8,8,1,0.689,1,0,8
sub24,12,free,1,155,motor,6,6,1,0.782,1,0,8
sub24,12,free,1,156,motor,4,4,1,0.515,1,0,8
sub24,12,free,1,157,motor,4,4,1,0.346,1,0,8
sub24,12,free,1,158,motor,5,6,0,0.426,1,0,8
sub24,12,free,1,158,motor,5,5,1,0.182,2,0,8
sub24,12,free,1,159,motor,1,1,1,0.515,1,0,8
sub24,12,free,1,160,motor,4,4,1,0.742,1,0,8
sub24,12,free,1,161,motor,2,2,1,0.683,1,0,8
sub24,12,free,1,162,motor,2,2,1,0.357,1,0,8
sub24,12,free,1,163,motor,5,5,1,0.460,1,0,8
sub24,12,free,1,164,motor,1,1,1,0.513,1,0,8
sub24,12,free,1,165,motor,6,6,1,0.626,1,0,8
sub24,12,free,1,166,motor,5,5,1,0.417,1,0,8
sub24,12,free,1,167,motor,4,4,1,0.625,1,0,8
sub24,12,free,1,168,motor,6,6,1,0.546,1,0,8
sub24,12,free,1,169,motor,3,3,1,0.598,1,0,8
sub24,12,free,1,170,motor,2,2,1,0.470,1,0,8
sub24,12,free,1,171,motor,6,6,1,0.535,1,0,8
sub24,12,free,1,172,motor,6,6,1,0.339,1,0,8
